rocket_length_cm,rocket_diameter_cm,total_mass_g,thrust_N,burn_time_s,wind_speed_mps,angle_of_launch_deg,center_of_mass_cm,center_of_pressure_cm,stable,motor_type_A,motor_type_B,motor_type_C,motor_type_D,motor_type_E
116.01,4.01,234.62,6.14,2.59,2.97,65.94,62.49,54.57,0,0,1,0,0,0
45.1,7.48,1386.37,12.9,2.78,0.57,31.94,24.95,30.89,1,0,0,1,0,0
111.42,2.26,1176.06,5.02,1.69,0.11,51.51,74.47,68.78,0,0,1,0,0,0
74.4,3.03,999.26,18.43,3.49,0.01,35.54,38.12,45.81,1,0,0,1,0,0
65.7,5.25,567.77,13.76,4.68,5.64,66.61,29.02,45.69,1,0,0,1,0,0
46.87,9.06,1235.88,13.24,1.26,2.16,87.21,15.96,28.52,1,0,0,1,0,0
89.27,2.75,1968.18,17.07,0.76,5.05,56.04,49.26,62.65,1,0,0,1,0,0
64.05,6.26,922.55,4.86,4.69,8.22,41.32,41.71,47.53,1,1,0,0,0,0
97.58,3.1,1011.02,7.88,4.27,1.65,80.08,57.97,68.16,1,0,1,0,0,0
80.31,7.92,430.04,42.8,2.49,6.11,57.44,38.46,49.11,1,0,0,0,0,1
39.64,2.53,818.08,66.67,0.55,8.33,68.19,18.02,19.77,1,0,0,0,0,1
75.75,6.97,621.67,8.35,1.98,2.58,44.46,38.44,36.69,0,0,1,0,0,0
86.42,5.01,1349.41,4.23,0.89,3.54,53.61,42.97,56.01,1,1,0,0,0,0
111.48,7.54,625.11,8.99,4.49,1.15,79.85,69.66,85.25,1,0,1,0,0,0
96.93,2.92,522.91,69.59,3.2,9.2,86.94,47.28,50.27,1,0,0,0,0,1
80.62,3.98,815.47,2.62,1.55,0.83,78.1,47.77,57.75,1,1,0,0,0,0
103.61,2.31,460.92,21.6,2.96,3.13,76.85,44.16,78.2,1,0,0,0,1,0
52.97,9.52,1258.35,29.09,2.99,2.98,35.68,33.31,41.34,1,0,0,0,1,0
35.15,5.86,763.84,26.32,3.17,2.56,34.77,21.17,14.86,0,0,0,0,1,0
61.53,8.68,621.23,7.43,3.19,6.12,41.01,42.96,48.56,1,0,1,0,0,0
103.59,9.87,783.66,5.09,3.05,8.24,55.42,70.57,48.19,0,0,1,0,0,0
101.53,6.84,427.02,12.51,2.9,8.82,54.52,36.66,45.53,1,0,0,1,0,0
33.85,5.34,384.6,24.79,1.13,2.75,65.98,15.33,22.94,1,0,0,0,1,0
105.35,3.4,1921.39,6.1,4.09,1.8,37.41,64.19,46.15,0,0,1,0,0,0
118.84,2.64,1260.58,26.31,4.54,3.83,30.57,49.98,57.43,1,0,0,0,1,0
107.04,8.62,464.08,3.97,0.58,2.42,75.93,66.84,49.37,0,1,0,0,0,0
107.1,7.15,1772.1,15.82,1.83,7.12,48.78,49.15,54.75,1,0,0,1,0,0
68.49,9.09,773.57,73.32,0.54,1.29,33.0,26.26,27.69,0,0,0,0,0,1
119.69,7.9,1648.14,52.14,2.76,7.24,48.95,77.14,75.42,0,0,0,0,0,1
56.82,7.51,640.63,3.34,0.96,1.83,77.72,18.15,28.86,1,1,0,0,0,0
51.11,4.33,300.71,7.16,2.04,5.02,81.7,32.47,30.38,0,0,1,0,0,0
111.63,9.36,1519.14,35.41,4.83,5.26,62.09,69.52,82.97,1,0,0,0,1,0
78.68,7.32,1273.26,19.39,4.51,9.79,89.6,38.11,61.21,1,0,0,1,0,0
42.12,9.94,543.69,15.92,1.72,3.04,77.72,17.56,27.78,1,0,0,1,0,0
60.71,9.95,1096.3,15.95,1.34,4.13,85.72,18.85,39.96,1,0,0,1,0,0
89.07,5.53,1935.95,70.36,1.26,2.41,48.11,59.15,65.82,1,0,0,0,0,1
39.49,4.37,1963.7,25.09,1.34,3.35,85.84,19.65,25.98,1,0,0,0,1,0
64.47,3.07,898.59,35.89,1.36,6.97,85.57,32.43,46.64,1,0,0,0,1,0
105.39,2.32,932.16,39.17,3.12,7.16,84.1,68.49,62.28,0,0,0,0,1,0
119.06,5.9,217.85,18.85,4.54,1.09,78.44,44.57,88.25,1,0,0,1,0,0
89.29,6.71,859.89,2.45,2.06,5.98,47.25,48.15,48.47,0,1,0,0,0,0
90.56,6.71,1166.41,6.5,2.24,9.05,82.37,52.23,46.32,0,0,1,0,0,0
83.57,4.83,784.71,18.18,4.78,0.56,47.72,46.59,57.64,1,0,0,1,0,0
110.82,6.95,1284.98,21.54,2.89,7.2,58.94,45.3,76.44,1,0,0,0,1,0
107.98,7.67,1256.17,20.24,4.4,1.37,77.87,51.83,47.85,0,0,0,0,1,0
45.27,5.41,649.71,63.87,3.36,9.71,33.02,28.14,32.47,1,0,0,0,0,1
33.91,8.36,1838.1,19.31,2.85,4.86,37.4,11.75,21.36,1,0,0,1,0,0
111.79,3.35,1554.63,6.39,1.47,6.05,63.28,60.19,83.52,1,0,1,0,0,0
89.63,3.2,345.85,22.8,4.01,6.58,84.0,61.22,58.13,0,0,0,0,1,0
119.48,7.37,964.75,18.18,3.56,7.11,55.89,46.99,81.24,1,0,0,1,0,0
43.21,8.37,1944.46,22.71,4.92,4.92,73.21,18.81,19.8,0,0,0,0,1,0
100.53,3.54,1426.26,2.64,2.48,7.43,78.06,53.52,56.53,1,1,0,0,0,0
70.43,7.98,1754.32,16.64,4.68,4.73,70.05,35.58,36.68,0,0,0,1,0,0
99.92,5.58,1974.59,3.01,2.44,3.91,75.14,61.16,43.43,0,1,0,0,0,0
116.42,9.7,303.27,56.8,2.85,7.39,49.1,72.58,49.81,0,0,0,0,0,1
62.33,8.81,1252.55,68.23,3.09,5.04,67.42,41.11,47.83,1,0,0,0,0,1
91.26,9.05,276.66,7.71,2.39,8.1,47.58,28.66,62.68,1,0,1,0,0,0
115.95,4.94,1320.71,75.04,2.53,7.61,53.55,73.13,49.15,0,0,0,0,0,1
82.38,8.83,1909.53,60.0,1.61,0.99,45.35,43.64,59.81,1,0,0,0,0,1
100.82,8.24,652.15,4.28,3.91,5.41,88.49,57.19,72.48,1,1,0,0,0,0
66.4,6.0,1638.18,8.88,4.12,1.18,57.48,26.61,40.44,1,0,1,0,0,0
91.0,2.44,1327.19,3.74,4.88,1.16,87.37,31.23,51.72,1,1,0,0,0,0
110.47,2.1,1977.36,43.67,4.85,0.03,43.45,57.15,67.0,1,0,0,0,0,1
47.33,3.89,542.31,7.19,4.73,7.78,45.75,26.89,24.13,0,0,1,0,0,0
40.69,4.93,997.87,12.7,0.71,2.1,44.95,16.5,21.45,1,0,0,1,0,0
44.7,4.05,1412.95,16.01,3.08,8.13,55.8,27.38,26.68,0,0,0,1,0,0
36.17,3.79,1336.86,4.4,1.45,4.55,31.45,20.98,28.19,1,1,0,0,0,0
107.15,5.61,1948.06,5.17,4.79,2.43,72.13,34.3,76.23,1,0,1,0,0,0
107.22,8.35,611.54,57.17,3.2,9.65,75.07,46.71,56.78,1,0,0,0,0,1
75.89,7.67,1822.89,40.39,4.19,9.04,66.24,26.28,39.45,1,0,0,0,0,1
77.81,5.42,1083.11,33.93,3.84,2.26,86.57,44.49,32.25,0,0,0,0,1,0
91.36,3.73,1146.37,7.98,2.16,7.76,82.74,57.2,55.16,0,0,1,0,0,0
93.94,5.63,981.97,74.45,0.62,0.57,41.73,50.65,67.57,1,0,0,0,0,1
45.56,6.87,1675.42,43.33,2.22,4.56,82.2,28.45,21.73,0,0,0,0,0,1
78.3,3.4,1061.84,11.49,3.41,6.29,35.42,28.96,47.33,1,0,0,1,0,0
33.67,3.88,869.37,8.76,2.6,8.71,86.33,15.31,15.58,0,0,1,0,0,0
71.17,8.44,934.84,12.64,2.62,0.21,70.38,46.06,35.2,0,0,0,1,0,0
77.05,3.84,1937.62,50.36,1.44,8.71,84.79,40.23,35.87,0,0,0,0,0,1
44.25,2.13,1401.2,9.94,1.36,1.81,58.38,27.96,21.82,0,0,1,0,0,0
64.97,2.03,440.82,4.42,4.81,6.23,60.94,23.98,27.07,1,1,0,0,0,0
101.36,3.38,1727.44,15.25,1.29,2.39,34.54,61.1,54.81,0,0,0,1,0,0
32.81,2.07,1699.9,41.93,2.17,6.03,50.84,13.65,18.0,1,0,0,0,0,1
41.93,6.76,1365.67,30.85,2.86,6.01,64.85,21.16,22.69,1,0,0,0,1,0
86.62,8.4,682.05,7.92,4.83,5.65,61.21,52.0,48.0,0,0,1,0,0,0
108.45,4.77,1344.38,30.44,3.26,2.09,77.02,71.93,58.07,0,0,0,0,1,0
109.39,2.12,365.31,18.36,3.9,4.63,87.35,48.49,64.47,1,0,0,1,0,0
67.41,2.24,1192.43,53.86,4.19,6.54,56.5,38.82,36.41,0,0,0,0,0,1
83.11,8.3,1246.14,2.84,4.39,5.59,80.24,43.38,45.29,1,1,0,0,0,0
67.35,3.65,564.24,5.49,3.11,9.69,86.9,36.48,38.09,1,0,1,0,0,0
51.4,7.11,572.27,17.76,1.89,6.07,68.21,16.37,25.42,1,0,0,1,0,0
99.29,4.49,987.16,37.63,1.67,6.27,50.12,45.35,75.43,1,0,0,0,1,0
48.35,7.26,1096.47,66.71,2.31,6.86,78.22,30.33,21.49,0,0,0,0,0,1
32.41,7.0,1691.79,5.97,2.97,4.94,59.32,18.4,14.54,0,0,1,0,0,0
36.5,7.8,1540.9,14.63,3.16,7.31,82.81,13.11,18.39,1,0,0,1,0,0
85.43,8.29,1911.66,10.31,3.77,9.24,73.31,29.8,66.6,1,0,0,1,0,0
117.08,2.31,933.37,4.23,1.11,6.74,55.64,65.54,62.79,0,1,0,0,0,0
88.03,7.88,1475.46,9.63,1.29,1.2,35.64,50.5,56.43,1,0,1,0,0,0
36.61,9.78,1066.42,18.01,2.56,2.93,78.23,12.1,27.56,1,0,0,1,0,0
30.41,5.58,1929.38,26.35,1.87,1.21,76.01,11.66,22.83,1,0,0,0,1,0
51.71,7.4,1796.12,6.18,2.87,0.56,41.42,29.8,26.89,0,0,1,0,0,0
73.99,7.64,650.53,75.55,3.43,1.75,85.4,47.46,43.67,0,0,0,0,0,1
31.74,5.68,500.98,43.32,1.25,7.84,38.67,18.67,22.76,1,0,0,0,0,1
105.61,5.76,428.77,72.81,2.58,5.06,66.17,53.14,59.99,1,0,0,0,0,1
83.62,6.66,1616.81,54.16,4.65,8.18,72.64,36.72,40.68,1,0,0,0,0,1
113.63,3.38,1589.9,3.91,4.53,7.81,63.32,64.15,77.02,1,1,0,0,0,0
118.21,7.16,212.36,52.85,4.7,9.0,38.04,44.48,85.49,1,0,0,0,0,1
94.64,7.12,1484.34,33.65,1.89,0.86,70.33,63.42,51.81,0,0,0,0,1,0
102.82,5.02,377.07,38.59,1.01,6.52,87.68,31.43,52.79,1,0,0,0,1,0
56.08,3.82,411.37,9.13,3.39,6.33,56.17,32.65,23.7,0,0,1,0,0,0
114.55,5.07,481.72,3.91,3.32,4.99,33.51,73.13,47.8,0,1,0,0,0,0
80.65,3.98,1413.07,9.06,0.7,1.11,65.56,27.0,50.57,1,0,1,0,0,0
31.93,4.03,1661.13,9.73,3.85,2.07,44.95,14.46,19.32,1,0,1,0,0,0
68.46,2.99,387.78,31.63,2.24,9.62,50.31,45.38,37.79,0,0,0,0,1,0
79.25,7.09,366.28,19.07,2.92,1.16,77.64,49.09,52.43,1,0,0,1,0,0
72.53,5.68,205.6,8.66,1.1,7.15,70.63,31.05,37.75,1,0,1,0,0,0
38.09,9.17,1174.17,49.7,1.09,8.78,44.99,16.97,21.37,1,0,0,0,0,1
107.45,3.68,1649.93,17.64,1.59,7.54,78.0,68.18,83.02,1,0,0,1,0,0
42.32,6.45,524.23,44.02,4.71,1.14,75.1,17.0,30.91,1,0,0,0,0,1
103.75,3.77,1171.09,19.39,3.83,3.52,57.51,55.16,42.87,0,0,0,1,0,0
38.49,2.36,938.77,21.26,4.26,7.9,68.74,15.99,22.67,1,0,0,0,1,0
51.49,3.89,1988.01,39.21,1.2,6.27,74.82,26.4,35.41,1,0,0,0,1,0
93.24,4.43,757.86,14.75,1.39,9.71,42.78,49.83,68.38,1,0,0,1,0,0
107.33,7.32,1956.58,4.62,4.88,1.9,83.75,66.52,43.09,0,1,0,0,0,0
91.87,8.24,1768.9,23.13,3.25,7.59,35.53,59.56,43.1,0,0,0,0,1,0
65.79,3.47,512.47,8.15,2.07,3.44,75.3,34.54,31.79,0,0,1,0,0,0
119.7,2.86,1418.22,6.59,1.53,5.51,57.94,78.92,67.54,0,0,1,0,0,0
94.71,6.61,1912.37,5.89,2.58,5.8,40.63,43.8,51.64,1,0,1,0,0,0
48.7,7.99,501.64,25.52,0.72,7.35,63.89,20.09,37.49,1,0,0,0,1,0
38.25,8.79,1111.2,14.88,2.69,7.94,55.38,15.34,24.97,1,0,0,1,0,0
117.51,2.36,1468.3,5.1,4.39,3.13,62.01,51.13,76.59,1,0,1,0,0,0
80.0,2.36,1289.57,9.03,2.69,3.47,53.5,43.63,48.65,1,0,1,0,0,0
60.75,2.51,635.87,3.18,4.7,2.92,47.88,39.81,28.29,0,1,0,0,0,0
68.31,3.9,355.69,9.5,1.56,2.9,65.15,46.76,31.23,0,0,1,0,0,0
64.2,7.81,1194.02,8.01,2.07,6.94,75.36,19.87,27.23,1,0,1,0,0,0
83.27,4.54,735.53,11.07,3.06,3.64,54.61,41.77,60.78,1,0,0,1,0,0
56.3,3.53,1570.67,5.06,1.63,6.66,80.06,18.71,29.97,1,0,1,0,0,0
67.6,7.97,1552.27,64.86,1.13,7.7,51.12,33.49,50.3,1,0,0,0,0,1
100.69,10.0,691.12,18.39,3.02,5.51,73.97,66.64,67.92,0,0,0,1,0,0
94.76,2.48,845.02,70.1,1.21,2.76,44.46,54.8,51.18,0,0,0,0,0,1
42.88,6.66,954.76,7.25,1.58,5.42,30.68,20.59,17.74,0,0,1,0,0,0
113.78,4.7,1327.47,5.74,0.59,3.9,33.91,72.51,63.81,0,0,1,0,0,0
97.98,5.5,264.99,3.31,1.78,5.7,51.59,42.29,60.62,1,1,0,0,0,0
100.96,4.48,709.84,2.94,2.85,6.04,48.29,30.64,45.35,1,1,0,0,0,0
57.98,9.48,799.81,51.32,4.38,8.21,83.05,21.88,30.19,1,0,0,0,0,1
105.6,3.9,253.3,5.64,3.07,4.8,83.03,65.86,72.37,1,0,1,0,0,0
49.36,3.15,231.65,4.97,4.12,0.65,31.35,23.89,37.71,1,1,0,0,0,0
106.15,4.94,879.64,27.44,0.75,6.45,64.58,38.72,70.84,1,0,0,0,1,0
44.49,3.4,571.76,9.86,3.28,4.08,87.55,24.0,29.63,1,0,1,0,0,0
39.26,3.06,528.84,24.29,2.44,4.91,33.02,21.33,30.75,1,0,0,0,1,0
63.07,3.97,1956.69,10.4,1.73,5.22,73.88,40.48,31.86,0,0,0,1,0,0
70.6,4.61,1557.61,19.88,0.93,4.14,42.74,23.86,38.28,1,0,0,1,0,0
69.73,4.76,1841.35,75.3,3.19,9.2,35.46,47.79,54.49,1,0,0,0,0,1
53.53,2.53,520.04,68.48,3.94,5.23,65.63,23.8,29.43,1,0,0,0,0,1
43.08,5.3,937.69,59.16,2.55,4.59,53.6,18.29,18.56,0,0,0,0,0,1
91.87,8.01,447.4,33.65,1.59,9.96,88.93,36.65,41.28,1,0,0,0,1,0
106.26,2.77,877.62,4.47,2.83,7.46,50.82,56.85,71.03,1,1,0,0,0,0
44.65,7.69,905.5,2.43,3.45,4.88,67.08,20.68,29.46,1,1,0,0,0,0
44.64,9.38,554.8,6.92,3.12,8.08,37.87,18.0,19.62,1,0,1,0,0,0
35.09,7.25,564.75,5.23,2.07,8.07,70.49,21.73,14.33,0,0,1,0,0,0
89.81,7.42,1547.12,9.68,3.46,2.29,46.15,36.3,64.85,1,0,1,0,0,0
38.77,5.19,1327.11,9.38,4.61,8.23,40.95,15.58,28.65,1,0,1,0,0,0
76.21,9.09,1639.44,28.14,2.55,9.14,64.43,41.34,60.2,1,0,0,0,1,0
101.79,2.94,858.92,15.18,3.71,2.4,66.37,44.06,69.95,1,0,0,1,0,0
96.17,5.56,615.52,68.78,2.74,1.77,89.05,55.32,42.81,0,0,0,0,0,1
64.07,4.3,1058.06,13.19,3.79,3.22,84.51,22.6,39.81,1,0,0,1,0,0
116.7,8.99,801.09,11.8,4.96,4.52,89.06,73.09,49.17,0,0,0,1,0,0
85.48,2.5,606.95,26.48,3.32,5.06,88.78,37.01,59.98,1,0,0,0,1,0
34.54,4.78,874.93,16.86,3.55,3.17,47.34,20.98,20.04,0,0,0,1,0,0
89.78,7.66,1253.71,5.46,1.21,8.51,89.24,54.88,37.89,0,0,1,0,0,0
108.35,5.82,1816.12,4.42,1.87,9.69,58.54,68.33,47.75,0,1,0,0,0,0
38.18,9.89,913.48,3.3,3.62,3.68,49.49,14.43,22.96,1,1,0,0,0,0
31.04,7.17,1131.77,73.35,1.58,3.7,47.84,16.09,21.26,1,0,0,0,0,1
80.47,6.41,1121.15,13.12,3.76,7.4,51.12,25.48,39.26,1,0,0,1,0,0
31.47,5.37,1736.69,17.59,4.04,6.02,43.51,13.78,15.03,0,0,0,1,0,0
65.92,3.1,1805.31,7.12,2.15,1.15,66.44,43.09,31.5,0,0,1,0,0,0
108.75,2.85,741.15,2.01,2.79,0.75,89.12,70.81,56.18,0,1,0,0,0,0
87.6,8.47,712.0,47.85,3.09,2.68,62.24,30.65,66.69,1,0,0,0,0,1
30.26,6.84,991.23,7.87,3.23,0.29,74.1,11.66,17.88,1,0,1,0,0,0
34.01,4.75,1413.34,29.77,3.64,2.19,80.98,21.05,26.25,1,0,0,0,1,0
49.87,6.03,1314.04,31.25,3.31,2.12,58.95,23.51,20.17,0,0,0,0,1,0
50.59,3.27,823.47,14.55,3.87,7.27,68.88,21.99,25.33,1,0,0,1,0,0
85.92,9.49,1420.51,27.63,1.41,5.17,58.15,28.59,58.67,1,0,0,0,1,0
47.76,5.12,789.55,2.97,0.52,3.46,89.35,22.82,32.57,1,1,0,0,0,0
97.21,9.71,1529.34,61.74,3.42,0.29,78.7,33.91,74.65,1,0,0,0,0,1
78.31,3.89,1553.15,2.96,1.12,3.68,79.15,35.83,43.78,1,1,0,0,0,0
67.81,8.03,1563.39,3.59,1.93,4.16,72.75,27.02,38.46,1,1,0,0,0,0
99.84,2.71,1433.77,47.36,2.79,3.39,75.24,49.5,60.04,1,0,0,0,0,1
58.98,5.08,388.01,13.87,0.68,0.43,80.14,25.73,28.62,1,0,0,1,0,0
63.23,7.26,1469.58,5.68,4.88,1.82,59.81,42.65,46.71,1,0,1,0,0,0
44.67,6.34,1767.13,65.5,2.51,8.25,74.01,21.53,23.44,1,0,0,0,0,1
34.29,4.83,1562.69,9.65,1.46,9.37,45.06,23.23,16.13,0,0,1,0,0,0
61.56,4.72,439.74,14.51,1.85,9.53,71.37,34.57,46.88,1,0,0,1,0,0
110.71,7.37,471.82,17.08,1.58,7.41,78.23,36.98,75.92,1,0,0,1,0,0
100.23,4.38,1915.79,6.29,1.85,1.57,46.57,62.4,51.85,0,0,1,0,0,0
39.27,6.21,583.79,47.45,1.16,1.19,61.67,18.56,29.13,1,0,0,0,0,1
41.28,5.56,1082.68,73.96,3.84,0.81,70.84,25.84,31.27,1,0,0,0,0,1
42.21,8.98,444.48,3.15,1.22,9.38,37.28,23.42,32.18,1,1,0,0,0,0
94.88,6.81,1719.43,4.19,3.69,9.31,35.72,43.39,38.03,0,1,0,0,0,0
76.81,6.44,1820.14,3.14,0.65,9.34,47.62,49.04,50.52,0,1,0,0,0,0
54.63,4.2,1883.96,16.18,1.66,3.97,37.61,34.44,28.76,0,0,0,1,0,0
44.64,8.37,1464.78,7.14,2.16,8.88,77.51,30.1,30.62,0,0,1,0,0,0
85.56,9.34,1532.05,43.4,3.52,2.9,35.39,58.2,52.18,0,0,0,0,0,1
103.23,6.23,860.96,12.92,4.55,9.25,79.35,50.23,74.42,1,0,0,1,0,0
83.56,2.33,675.06,13.08,4.1,8.2,50.49,33.52,41.66,1,0,0,1,0,0
70.56,3.28,1383.04,4.58,2.16,4.38,77.67,35.96,53.52,1,1,0,0,0,0
59.22,7.39,916.57,3.52,2.47,9.27,79.36,26.93,42.65,1,1,0,0,0,0
108.91,3.51,1367.64,44.53,3.88,8.17,79.17,45.91,80.51,1,0,0,0,0,1
31.14,9.98,1442.36,4.9,1.9,8.87,58.01,20.91,22.23,0,1,0,0,0,0
37.37,5.38,781.88,78.19,1.62,2.34,34.93,17.95,19.94,1,0,0,0,0,1
113.14,6.41,1824.66,28.21,1.44,5.61,54.7,63.64,78.85,1,0,0,0,1,0
58.75,4.07,1012.9,9.98,0.55,3.97,47.01,37.07,35.02,0,0,1,0,0,0
62.59,4.29,388.93,34.94,1.68,8.66,32.38,19.91,30.11,1,0,0,0,1,0
53.3,3.53,1671.2,54.83,4.06,9.65,55.66,28.56,23.17,0,0,0,0,0,1
75.63,4.07,1986.97,25.21,2.12,3.94,32.83,25.06,58.28,1,0,0,0,1,0
60.25,5.21,1381.07,27.83,1.4,5.83,61.21,22.94,30.13,1,0,0,0,1,0
93.91,2.0,811.25,18.73,3.78,7.98,62.87,34.36,61.08,1,0,0,1,0,0
60.53,9.03,957.35,13.84,2.58,6.09,32.05,18.95,36.77,1,0,0,1,0,0
70.51,7.0,1533.55,46.89,4.39,4.16,77.44,30.14,31.64,0,0,0,0,0,1
34.06,3.96,1350.72,64.59,4.54,7.77,41.7,20.55,13.98,0,0,0,0,0,1
84.24,3.96,404.58,53.59,3.34,2.76,36.58,25.55,56.25,1,0,0,0,0,1
86.69,9.15,1028.18,18.83,2.01,7.23,65.11,37.93,48.02,1,0,0,1,0,0
60.43,2.86,1619.87,6.49,2.72,3.71,32.68,28.05,37.91,1,0,1,0,0,0
87.99,7.67,1065.41,9.73,1.06,2.77,79.35,35.64,70.25,1,0,1,0,0,0
69.36,8.06,1793.12,2.67,2.51,1.08,62.88,38.28,47.01,1,1,0,0,0,0
74.7,8.51,1030.9,17.07,1.39,2.79,67.71,34.25,42.66,1,0,0,1,0,0
31.99,6.62,704.56,4.1,1.03,7.48,81.46,16.91,21.81,1,1,0,0,0,0
33.27,6.91,789.78,11.1,1.39,4.53,52.18,22.19,15.31,0,0,0,1,0,0
84.29,5.15,447.89,18.99,1.93,6.4,48.69,34.55,62.89,1,0,0,1,0,0
116.18,8.05,992.77,2.64,2.4,3.7,76.28,48.77,77.81,1,1,0,0,0,0
60.44,9.89,751.11,10.06,4.91,4.33,51.39,26.76,37.23,1,0,0,1,0,0
72.2,6.71,1013.43,72.3,1.77,2.98,75.53,23.15,29.41,1,0,0,0,0,1
50.76,7.46,821.67,55.89,4.91,3.69,47.21,31.21,28.52,0,0,0,0,0,1
36.21,5.48,723.51,3.35,4.98,2.97,84.57,24.52,16.3,0,1,0,0,0,0
58.2,3.66,364.42,66.97,0.73,1.76,81.92,21.53,24.72,1,0,0,0,0,1
98.51,5.15,206.14,5.0,2.34,7.02,54.65,45.6,48.89,1,1,0,0,0,0
82.28,7.69,1379.67,4.86,3.12,6.93,51.07,40.85,53.47,1,1,0,0,0,0
115.35,5.3,1588.68,12.66,0.83,0.28,41.96,60.04,66.15,1,0,0,1,0,0
69.12,6.59,541.0,52.33,0.96,4.51,47.1,44.18,34.54,0,0,0,0,0,1
85.92,6.73,326.06,4.29,2.59,6.52,77.76,48.21,35.13,0,1,0,0,0,0
62.2,7.75,1253.28,9.93,0.73,8.9,44.59,32.64,39.99,1,0,1,0,0,0
43.13,8.16,948.5,3.17,2.62,2.72,32.63,30.01,31.67,1,1,0,0,0,0
82.29,7.21,1158.23,4.92,3.47,1.52,52.91,36.34,35.85,0,1,0,0,0,0
36.45,3.29,1762.04,45.77,4.13,5.18,46.15,16.37,27.41,1,0,0,0,0,1
74.24,2.58,1473.91,15.55,2.7,4.66,81.59,37.16,44.59,1,0,0,1,0,0
109.7,8.44,396.53,14.71,2.08,8.36,33.86,64.94,80.75,1,0,0,1,0,0
78.38,4.26,767.5,4.15,0.53,4.93,38.68,26.34,48.93,1,1,0,0,0,0
85.38,9.57,221.23,7.19,1.62,0.21,37.62,26.77,55.57,1,0,1,0,0,0
92.55,9.15,1115.74,75.42,4.85,4.84,59.25,29.64,37.07,1,0,0,0,0,1
88.35,3.33,804.48,2.08,3.03,7.83,34.97,34.3,46.34,1,1,0,0,0,0
84.84,9.63,879.47,5.47,1.94,0.69,40.76,44.34,40.89,0,0,1,0,0,0
39.49,6.86,1001.88,6.8,4.21,2.26,76.63,14.88,21.38,1,0,1,0,0,0
84.28,7.7,754.4,16.48,4.87,4.1,78.45,28.86,44.76,1,0,0,1,0,0
95.44,2.49,1812.92,3.55,1.24,1.56,57.91,62.65,73.88,1,1,0,0,0,0
111.22,8.09,1622.17,11.51,1.74,7.31,61.0,76.63,62.34,0,0,0,1,0,0
110.52,8.33,866.92,77.03,3.27,8.34,62.94,71.49,55.45,0,0,0,0,0,1
38.88,4.27,350.2,6.72,3.78,5.63,47.02,13.94,23.75,1,0,1,0,0,0
33.84,8.67,1420.81,5.51,4.86,4.77,88.33,13.28,20.03,1,0,1,0,0,0
38.38,2.33,736.71,8.35,3.19,9.64,52.4,17.08,20.12,1,0,1,0,0,0
110.16,2.12,812.05,52.29,3.47,5.7,59.19,65.02,82.14,1,0,0,0,0,1
58.92,9.81,1129.77,7.26,1.34,8.61,70.42,39.79,35.65,0,0,1,0,0,0
85.16,6.95,315.87,7.66,0.83,6.93,49.74,51.16,55.94,1,0,1,0,0,0
59.9,2.45,1070.26,63.99,3.79,7.09,41.38,24.9,43.89,1,0,0,0,0,1
56.96,5.86,1271.46,51.73,3.03,9.83,55.05,29.8,34.35,1,0,0,0,0,1
76.71,2.61,430.05,2.41,3.18,4.9,48.53,47.64,31.93,0,1,0,0,0,0
68.3,6.42,1844.6,76.23,1.47,7.23,81.53,40.98,28.36,0,0,0,0,0,1
92.84,9.67,1111.54,54.88,2.62,3.44,80.6,42.59,51.76,1,0,0,0,0,1
45.87,2.6,935.54,60.04,1.73,3.86,67.07,24.71,20.08,0,0,0,0,0,1
113.49,4.1,1942.68,71.55,4.96,8.03,41.88,37.29,76.18,1,0,0,0,0,1
52.98,7.06,1291.42,23.79,4.03,3.78,85.91,18.82,30.86,1,0,0,0,1,0
119.29,5.42,528.35,34.91,2.76,4.66,58.76,36.41,54.84,1,0,0,0,1,0
116.05,6.68,1969.7,37.45,4.27,9.53,84.86,65.75,90.99,1,0,0,0,1,0
97.16,5.37,478.6,60.36,3.05,6.39,57.32,48.88,62.15,1,0,0,0,0,1
58.04,2.34,1548.8,7.82,0.66,4.88,78.54,19.29,38.96,1,0,1,0,0,0
48.42,6.88,1065.61,11.14,2.57,9.57,49.69,30.44,28.05,0,0,0,1,0,0
51.24,8.36,842.12,57.07,4.57,0.22,83.97,18.05,29.05,1,0,0,0,0,1
92.25,4.04,721.07,36.59,0.99,4.75,41.2,42.83,37.36,0,0,0,0,1,0
62.08,8.98,1323.64,42.25,4.93,7.18,61.24,41.82,46.88,1,0,0,0,0,1
104.77,3.52,1561.08,5.64,4.89,6.47,65.83,51.46,58.98,1,0,1,0,0,0
51.08,7.65,1013.86,6.01,3.89,3.58,80.74,35.23,26.69,0,0,1,0,0,0
90.63,7.78,577.43,17.6,3.42,0.31,53.74,52.0,56.5,1,0,0,1,0,0
90.77,6.56,1143.86,15.03,1.13,0.9,69.01,28.08,65.81,1,0,0,1,0,0
60.95,3.21,988.96,19.36,0.6,1.39,62.84,19.22,27.28,1,0,0,1,0,0
71.94,4.57,1061.49,9.48,0.56,6.68,49.67,45.85,40.26,0,0,1,0,0,0
112.12,8.97,1760.79,9.84,2.88,1.43,89.86,44.61,86.18,1,0,1,0,0,0
114.09,5.18,1718.17,9.81,4.66,2.64,86.51,57.28,85.0,1,0,1,0,0,0
68.74,6.04,650.56,12.44,0.86,0.06,69.03,29.15,33.11,1,0,0,1,0,0
