,length,diameter,mass,motor_thrust,burn_time,cg,cp,material,stable
7100,40.50752906013826,5.2745232172827174,494.6348634301423,57.584243033047514,2.7149717931992887,23.886153351832142,26.6869137258453,0.2822153922866383,0
7101,115.46945307513356,6.923801551263443,1302.798555221807,82.55932786369647,0.9927416164075902,61.21091575507961,101.09801154883486,1.914243143732432,1
7102,91.34782263501349,6.525226599460877,759.1059838812054,139.78036503758884,2.075520186383619,50.64956108959422,79.6129331974902,0.807612250300023,1
7103,61.28546290462845,10.050015982463979,212.23106830276944,158.2997714454186,1.4232600849997163,34.37474647034332,38.745682057396365,2.4693224885724963,0
7104,84.93031963615046,4.507864646379359,690.3104880092234,65.01431314339682,2.8186587606739923,35.01790535173445,72.69407038767073,1.240500339209059,1
7105,103.6651735057848,5.072820383292241,780.0446510037921,35.488417283185306,0.8594484666855787,58.815000760959805,91.93141702067838,1.8961336338012529,1
7106,35.069402708073945,9.510073763435372,357.76742303298266,181.1945290584578,1.4666353806783738,20.224830061033384,23.414450425138636,0.90729338097692,0
7107,81.01776866252042,3.248441189675318,1128.0674751694803,85.77964364984379,2.313005355203331,48.11919635779484,49.147318754922466,1.932640021515467,0
7108,50.16008327778876,7.704580795541763,1479.1910472352768,152.04650651508763,2.739817824237336,29.319648332659664,42.23985232683578,-0.06622061145757165,1
7109,81.3667728851444,9.077952289609325,1437.0621408440754,107.77574079048473,2.6153773982876327,42.2883285756637,48.70602512921684,0.05751099376815183,0
7110,66.11439018242629,8.27770957721744,618.1103105085325,171.22816818785526,1.27028552357859,37.207321238321,40.85599871726833,2.368390005941406,0
7111,96.01660918710836,9.053315199835893,1377.834361110816,65.19212237855031,2.1765642040483537,55.00986900266897,82.6526133369241,2.7623829460750673,1
7112,75.27171179307705,6.444496602044031,213.0403971440036,159.74730137697543,0.7685241789310885,40.92588094506984,60.434930879935,1.263682416697624,1
7113,101.28108741328212,6.511534331215771,292.37324111704464,162.7660374181819,1.77204323267703,48.17413797360598,67.39637330582754,1.8356121332652668,1
7114,65.28942933212038,9.203029496500722,796.1465589060999,154.41713327361234,2.1171335898566976,35.059775117057995,42.40905239924545,1.3161389243040968,0
7115,56.28088612470814,10.035648133399073,1163.9960883394897,150.8318742299628,1.3166232603420058,34.24165741874614,40.713717938636265,-0.20934780873603062,0
7116,34.79067462677153,8.7176268930756,1375.6447210863635,138.75087084267858,2.2065214457896585,15.97425255477132,23.697063799234396,1.0143800801153138,0
7117,46.58161051026009,9.056843292165523,239.33567046887947,178.0135767962844,2.541810055175774,26.88429781630489,34.189888682722085,-0.47685553593200863,0
7118,96.06308086720622,8.292169260920202,1470.4972923311134,194.62478552133115,2.4150376215242875,40.52221023763396,80.68461031857083,0.9256367726237185,1
7119,54.5299312161851,8.431535175311437,682.644278059705,63.83096589395038,2.715744245164253,27.220238529105288,42.73289500376294,1.0860066638593924,1
7120,76.78327805673196,5.869355170638725,1444.86670335169,110.23778365164024,2.6873499934600513,39.34608988195301,54.11276743782177,0.3398741266767753,1
7121,112.62819040186402,6.595346227804052,1302.6346279581946,35.510826835218296,0.44330803698048804,53.43253954231023,95.5112311441629,-0.04059755556380054,1
7122,37.83557661387908,6.36495340586335,1382.8594009646183,47.07487650727835,2.247072278531831,21.07862976284766,22.019394117943417,0.14803601815811954,0
7123,105.63582961907217,5.9667730996910615,598.0558891580442,156.70074683226866,1.0783626792865428,54.91657029359219,87.32004820279087,1.6998252058293235,1
7124,67.277980282683,6.669905558331205,556.8621328448424,107.3973094039729,2.2539093015950917,30.19310763444606,54.47153070549697,2.2294212122632193,1
7125,107.1110311061471,4.703765272880435,567.1163505021856,138.6875620403909,1.8218099518457813,60.3800866894742,83.87162711961642,1.8376470815116148,1
7126,48.28622731247136,7.397976182106488,582.582745338292,173.39048237667703,1.6210466693994594,26.87357871742021,31.411695451109207,0.5070277048348919,0
7127,66.63424378778916,8.930112046947034,745.017929766633,169.24905911954062,0.7159622739126832,37.855134050412985,46.895257007312885,1.6930141009827147,1
7128,71.80823511088617,5.101617104038742,316.41763641528337,20.477555978655566,1.056917120743307,34.98313200076574,60.92572826135553,0.29902384476385846,1
7129,103.49541270685265,9.798836494041913,1464.5020583160783,112.8776789285431,2.9311684738240054,50.75223088117271,69.34673165395888,0.9842642900850969,1
7130,55.12718126284477,6.049315674164335,267.4912356354518,136.89675814485778,2.7494777237236545,30.313893888704737,37.05291155757771,0.66168864448234,1
7131,74.19163723837895,7.246575022983933,854.2291181940593,85.24921325951017,3.0354043647928717,42.627766020678294,61.7014114118472,1.4621716000899014,1
7132,74.92591942982713,5.901705398582565,1236.251868390353,175.0338958127894,2.2448207955131316,44.367607605849656,47.77162894081947,1.603442339444717,0
7133,71.22701856565412,8.57894366389507,1137.6943865681878,57.083744926425524,0.6171871879927071,40.45806292357937,45.04376575815697,0.9584334806570833,0
7134,44.41795306256108,7.032978067440238,819.8214014491869,95.52260288180231,2.3621580627527337,19.264029817507787,32.337393088655254,2.21611732006043,1
7135,89.63047250540097,8.815401945748745,692.5810907341242,62.08074682812228,1.1889271491259858,40.00204275163146,62.0062743806235,0.2833644639332432,1
7136,84.60746359151004,2.8845243611315805,457.66761684274815,55.8567392058592,2.0922932424206375,39.23841813605095,66.57840670235593,2.1322640475635457,1
7137,48.634859845861314,7.848282589750904,502.185876014038,120.66739142523778,1.1119418907330476,23.74388657776409,29.975465962142284,0.7454327959837,0
7138,36.294812140515205,5.291775608881055,832.7958888617184,146.67462351444786,1.8560933154974244,21.229653966451377,22.243688161891715,0.598392289975314,0
7139,79.18281536865784,3.3351948859209983,1346.7590354254091,58.20069442322265,1.876460073874805,35.78692402463083,62.665335032913724,1.1961821619643578,1
7140,37.24741877890774,5.69441055169312,413.1410032593207,64.39536166161024,2.047081731957317,21.348052224171116,23.461823617062453,1.2144816446488589,0
7141,59.17390670222904,9.742165420496946,276.83103579633826,118.32730600183609,1.149990959714096,30.366310103789843,37.13156623355618,-0.057735547493288755,0
7142,46.243420160526405,9.28421589577806,374.2508321553218,125.22529345633805,1.0942875115815227,23.90200202198493,32.79448663142346,0.3543669595204402,0
7143,87.19639948050495,8.067698362910757,1470.3724230745675,119.63457387092427,3.0154241748280763,40.426754056852246,71.36242512344843,1.9585665959105432,1
7144,32.60441910132222,5.636213018511287,588.8228700729579,107.43466202727497,1.7554426449624034,17.405389740768605,20.555049586819113,-0.06751524763149883,0
7145,58.34347852424175,8.857680737448277,1364.1884772740787,128.2097141423398,1.6895259054604592,32.70062231048378,36.97896826321668,0.42281542319494064,0
7146,115.23445491715768,4.517656591348696,1367.9617179787688,81.2693944925635,1.4203768381354311,48.26698355619349,95.63245994940881,1.326116484181632,1
7147,99.54819668759623,7.082977459854411,840.8975731042029,32.232343570093875,2.374412735086792,42.69387124226117,76.25452436881592,1.7920589310971764,1
7148,113.2588895892113,8.079613100702517,332.46566398131563,35.68697650256592,1.287154828776782,64.23468657626582,92.21153922429666,2.2455744551871155,1
7149,42.86108918419046,6.906199396125338,984.2729339157859,124.35755806950287,2.0397660508392135,21.985008243286423,34.623720645298164,1.0168174088894546,1
7150,56.662333253962,5.705476761085249,1047.544908487466,108.10062514923635,0.4796397522179797,30.78317771751842,35.114424495347606,1.0713364743985911,0
7151,76.75009368455066,4.452421191023735,1136.2324790798593,104.72643517180146,1.891492514893496,45.61227738243869,47.228786700425864,2.210751493745432,0
7152,101.61451665224548,8.544796707275639,910.8302094715975,138.7982336583366,1.8121417960486796,40.98954775299327,74.3921542421678,1.24889602055041,1
7153,74.59661538725831,8.928790745198105,1114.6926767701855,29.249526424524948,0.4868759683304842,37.759584431975796,62.001494809538485,1.868292144574612,1
7154,41.94271547615776,8.434645242195911,1125.9833910827886,147.38841935654514,2.708465290394522,24.093460950481383,26.46316417639133,1.6288716642979932,0
7155,60.24105433374501,4.388758832190175,769.2804195740921,170.1747781363703,2.8135572575077457,32.15156264634104,39.915594454951496,-0.20661312735492218,1
7156,54.899502438932124,9.0721322405681,559.1470387346417,142.77787289907172,2.263643468349081,29.88076410631971,34.855769765871194,-0.014676793027986775,0
7157,36.17168478365463,6.242126479964203,1201.3353197771755,190.4910989797651,1.6720911436809982,20.95396552320366,26.30146155136401,1.8740448818025335,0
7158,98.13943560181679,9.272341217461321,452.55778214044244,148.59874302623217,2.0315350505945515,50.88856442082822,72.80738577870478,0.7672510262958453,1
7159,101.279612573894,9.140986358258909,1166.2015452911135,113.458390776261,2.269308813600982,53.72631050524338,79.17968016692289,0.7560174701097865,1
7160,69.57943191721697,2.991044340734591,351.1164027390732,121.39267438309305,1.1183095347810248,41.38032770002667,61.9162902952229,0.2833003082255725,1
7161,54.82949831329566,3.0680634657288244,1048.173850447364,145.55467911575204,1.4641080365355943,31.874840591033166,34.42444095909146,-0.002690104406311856,0
7162,50.56702411150975,8.38163528914263,1451.3434648458995,144.23334358476976,1.2542704108499383,28.276154963021416,35.66775897839303,1.0541344221063764,0
7163,34.5597148167439,8.788819404352047,578.9855147008096,157.60794481297674,1.6510723648914865,17.119165184426887,24.405665554146026,0.24730355745191004,0
7164,37.09257328395865,7.741143712145817,293.0678875268273,101.57134724842106,1.179742061376211,17.560804378009724,26.85011323334756,0.5148996581996621,1
7165,41.10216950672093,5.6002710550089585,494.6171843954226,58.15110123067879,2.015337592165335,23.66999673119532,27.11660875843765,0.2480184834284942,0
7166,58.94858204329065,9.220948908698054,210.59071563333308,153.8581727545917,3.0227437065196407,33.86886525538303,38.347221404511764,1.8320326194035603,0
7167,68.37747775506246,5.443879198987526,877.3472171148127,66.32600288966933,2.566004182199975,32.3808908626975,49.355560679624155,2.126462700577447,1
7168,60.95850059050339,5.266128464949216,664.2518199319767,106.01388306832361,0.7619726850808533,29.684541796632917,48.73738216044489,0.5041391711279242,1
7169,84.03557517585332,8.287987757241236,524.6050827449884,132.70873992117976,0.5360666312620511,39.49640138129505,65.47863796557574,2.4755477253648497,1
7170,51.23950967857451,8.908522832747112,785.0694039278372,168.12093828744446,2.979054961111298,25.065138052694532,32.66072303138584,0.8261144970092876,0
7171,117.27153608317623,9.245830778791245,796.192858023206,56.688033691016855,2.9695574269042715,51.36532485067252,87.95788179446001,-0.25821285952944184,1
7172,62.5461101088747,5.195941108991821,258.1769427108502,41.20197571813222,1.7025957178955724,29.79197852843659,48.83674612388763,0.19819391201800315,1
7173,102.25493529263156,5.152377078368799,1166.3192425083566,171.59187200648225,1.557647649469685,44.08260920426094,68.72828846752313,1.475036722973359,1
7174,97.11429223779268,5.556075021980566,267.6722139298401,50.88104437743159,2.2276981571713224,45.70095061053983,62.96835988487374,0.9314877204899896,1
7175,45.106665781963954,9.484579309555198,1374.6612057861396,118.42475686750142,0.7020175130494646,20.49405320569825,28.323929129856833,1.135906216331797,0
7176,60.86033524449553,3.288601084182195,1147.2450923796362,104.29835910598126,2.2803090967127155,32.569225050709946,40.30337088284425,0.7415354594839237,1
7177,74.50589492081946,7.03582755328949,853.7521475627793,85.0153900813115,2.2713299036750487,42.475569494360165,61.060445172141904,0.7136857414001297,1
7178,117.53674411945046,9.56712779333319,281.5897878395529,71.55814719039618,1.3650233885929344,63.41581476145596,98.83141044275615,1.6156078412216697,1
7179,64.06681149117165,9.586997433738295,1102.29846093912,176.83160841134594,2.093790786235646,34.12260781545875,45.76891724892205,2.1867442788866573,1
7180,54.68662935116762,7.26297842471201,918.3683903270868,155.18311387751083,1.4399521569620608,26.912803216522704,36.26802380143112,1.668813686846376,1
7181,119.42333353943653,8.663013552252465,982.4956791966587,111.20713271613255,2.252205355971896,67.60187189056728,101.83691326017114,-0.49332291401560835,1
7182,90.60518307167175,7.087241198972002,729.9267983674177,106.92948387416502,2.0460123295392276,37.187857139855026,67.85755831610835,0.8420769179372213,1
7183,61.24312939238885,9.119501639245838,277.7733274504751,125.88729617258643,0.970131043918318,31.480548265057585,38.043474916436,-0.3196010417205039,0
7184,114.76702675808438,8.249781071606488,658.9141195220826,33.095664816432475,2.565873476493076,59.402126235606296,102.4461875953205,1.331791538234188,1
7185,57.622966682734656,3.164677691958767,945.0705987150023,198.969962354812,1.2744018650008488,26.054889904335088,42.57556729415645,0.5329374687056152,1
7186,40.37003145119137,4.0490309204695345,1133.9957515313133,28.652610612053337,2.9210150914934667,19.158609566962017,28.157925701708667,-0.07421848745736505,1
7187,115.07500763051733,3.615216486094579,1032.6354420193313,86.64502138550695,1.2532759667324114,48.70110743244277,93.90185697389448,-0.5405494205548362,1
7188,72.54959295048728,4.195180362953818,694.5317988724782,65.30730669638099,0.6495832979871871,30.811559520861916,44.28673406719888,-0.12594985045146687,1
7189,57.538057062803446,3.192296180685899,945.5827266887566,199.0797031498385,1.0592181054483023,26.291392418308114,42.963652772438635,1.5430852932594883,1
7190,81.17895694549505,5.405942877491367,1445.3241050988156,73.68455875850036,2.64523354273643,44.73454886043509,70.56898077949661,0.06475428966999258,1
7191,68.43192502862857,7.731378479204114,668.599313170453,173.19432650643407,2.2834120253693553,39.25310452384452,44.39161976700845,0.5093950366454982,0
7192,35.589089728794505,8.595229697705022,210.70788389962806,193.81638269059624,2.1686758323139625,17.28190517331397,25.193680709996585,-0.23640619007597194,0
7193,85.00228928196645,7.891489675677365,1452.3507582369714,71.51694219976301,2.0450263163423736,45.28283778215411,61.76279575425577,0.1707576849847569,1
7194,63.66990820686892,7.64543047209925,1437.1734000310244,61.081669130450436,1.6232257984579856,36.44188135227333,41.08211439815698,1.3676350955636212,0
7195,59.77596188875191,9.480598046960763,277.3439134267259,118.61516947942656,1.8233079732522313,30.53096144702989,37.416013090432465,-0.08487273061488815,0
7196,42.86699874099627,5.897713276742013,1089.0487663627869,157.4735766374198,0.9578568239898614,21.35874595158404,26.464325411815793,1.3311663020818405,0
7197,38.45661168511074,6.063258340517647,572.638951030856,109.48912070812834,1.7285151716619398,21.424678421580282,25.79828924082167,0.6167034634077524,0
7198,59.33021099850587,6.569392310116619,784.2701151196441,173.9542690993157,3.0177199647028434,31.45746333611706,36.78894823896518,0.9083545723643639,0
7199,103.80335859992529,5.785256354847513,548.5142372088983,155.13898649466796,1.0066977044970002,46.63709957086478,82.37720641227996,2.1883251068327016,1
7200,52.395944404743716,8.520463706733162,704.3546196337926,154.40349945891978,1.859513679778953,30.51200405638615,34.71709059422654,0.655330197550938,0
7201,32.553411255260286,9.031688205742734,1372.8687064657859,144.92942554144207,1.116819060345732,14.337830906446932,24.85395052618893,-0.2829350098421878,1
7202,82.16659063702572,4.088594570452365,606.0369810324441,140.014348949766,1.9995644897819165,40.16027693537634,58.257622331942045,0.24112431071796922,1
7203,63.79501810957554,5.743056748768688,1283.7361654104254,199.24901283150066,1.1073528897100615,37.8584986470091,38.82619077441514,1.6965018306228974,0
7204,45.701692091869425,8.25193738953496,775.8585125111392,174.85322212119857,2.0683019063084713,24.233926868102035,29.684369343460503,1.0554187772762673,0
7205,32.010787754877434,6.802468210094959,841.4335432657933,147.195909563764,0.6386773307819413,18.300179980512883,26.137114683491532,2.080535789006671,1
7206,56.16648650478441,7.454964037595248,268.9554920967436,136.35448665119446,2.171079541695487,28.335715812970534,34.11038936484445,1.1663295675291692,0
7207,35.00410773007466,10.013808237978987,576.3074526091601,166.76550341611113,1.4011799607269357,16.98215795478679,25.706882661758545,0.0027162438218644226,0
7208,96.95752350470755,7.485760043174393,566.4390940494272,20.292015245011836,1.582596551821078,53.40081380377845,68.32562510543491,2.021257978739658,1
7209,45.55053004178677,9.931526397649485,339.5229997506773,139.51627528667254,1.8218056504634657,22.530503801666846,28.473141040071443,0.9408807290728918,0
7210,42.38256810545446,5.741273678392755,1085.3703511664419,157.41370015142797,0.28756765867646905,21.20894775978993,26.081100897369172,0.8494913777521299,0
7211,55.14309116835453,9.674930197024379,351.0145446165674,123.5212565057941,2.2691454690485315,27.71419168819168,34.81637596659619,1.3289517970935503,0
7212,34.91508858479881,6.993247938127745,435.38264633484613,192.7188013467327,0.7418127268399515,18.545798657056725,26.00994857856963,1.0777126211122159,0
7213,73.60157615745129,3.918132369342977,1481.6025772310982,58.142345666614396,1.0231477861302596,42.475435837980655,47.27289254613766,-0.10561198563138079,0
7214,39.384947635659756,8.139558435862073,562.0930125174855,166.79165012871886,1.753453118966759,22.573655870566885,26.62410832607577,-0.2585927771178767,0
7215,44.17896812543384,9.367336236970905,1374.3932179290555,118.325237090745,1.015292171821911,21.017548306602322,28.278821979351036,1.2453083517170145,0
7216,63.20715043551957,7.253877774094293,663.5159426705806,161.97249231116396,1.977322598867827,36.33556693678067,41.991818717989744,1.5715189700584333,0
7217,117.03266802832808,7.451185131563166,1436.4349181895934,93.020871589191,0.7605556972773293,47.091613036984015,72.72339615319429,1.311289664099667,1
7218,99.71327590876905,8.33412625284838,1326.565752747052,166.9848356323028,1.4307148545911774,48.82864421867667,61.81180862227531,1.1274694960505696,1
7219,60.6738049854477,3.692779329554652,1147.2968849668678,103.71916641812393,2.522320104222756,32.350540442487066,39.97992698908061,-0.11885950038148078,1
7220,51.96099433016067,8.672665019626175,425.27974322281955,64.85906476143433,0.6387240995551505,23.080046931534167,39.364765604764635,1.1055901654517282,1
7221,50.8648438980107,7.070063418174028,245.91299353296827,176.4807264711754,1.8634947205664456,30.063750502709503,35.59118314396196,-0.12891284988429524,0
7222,38.97388356645921,8.286967748182775,1253.9310217820803,133.72714162452505,0.5731124158289868,21.179750161853562,25.252815908204298,0.5582699801266862,0
7223,61.68669500552215,5.461399284000776,1408.303480898557,175.46840648430071,2.762379538200584,37.185218223518866,44.53390502560939,-0.31578977112560763,1
7224,110.4532899492661,6.641422973145133,987.8539687382558,165.68362374109532,2.1302255679828908,63.94574105800647,96.0865887510984,0.6391231103490552,1
7225,114.5843492764845,4.086885698965649,1368.224128023956,82.06904356723366,1.14552139080669,48.22133128197675,94.910315644399,1.7698349736606453,1
7226,76.50197344388204,8.10524040417193,312.9895301869271,86.44570113143338,1.5353136013804352,38.193124143021464,54.11337994005662,2.0852393083961687,1
7227,88.00727357839334,8.325106656141163,1469.728633551914,119.58371448138183,2.682988314787033,40.05267442153708,71.431286106115,2.0859558841205463,1
7228,36.30299680147268,7.357451581304378,779.7747534432966,182.9604648025327,1.8379712859520838,20.440700710827716,26.630463228118217,2.298964426242423,0
7229,41.68143849958817,7.741268824763688,563.5002784709839,163.23732958194992,2.5613152970365483,23.4648048097792,27.817049796010792,0.05639362277084385,0
7230,62.0661451567348,4.679106235063742,1480.6104376671174,47.97692552665359,3.006089237824137,31.097982223851904,47.69131076436618,1.7426983754699017,1
7231,57.185959715428325,5.268928784047339,403.42996635273636,78.86235120297981,1.5694914821891481,33.69454158538682,34.99383926050327,1.6265316648331805,0
7232,56.89507751784827,9.46155361597916,1164.2180116073896,150.8896923299953,1.7215778349437807,33.53031246967249,40.70954387435776,0.13890107191095333,0
7233,77.02666751693503,7.026652554833424,908.0237419499538,60.054209173035865,1.9506725061966372,45.814384672228776,49.25298969023562,1.3363819624623066,0
7234,97.52768369624508,6.682103574675655,1093.0956971727453,176.87590426002944,1.7049020728759514,45.62369820162587,78.44614680640485,-0.2748740393902353,1
7235,97.92845249380713,8.835545669557414,300.26253434620776,34.68918945885426,2.8241920993083123,44.295291584539086,80.78101814697534,0.11765880425121353,1
7236,37.51317246912631,8.819321700400167,1335.1452930094608,141.8770887777867,2.5772196878827627,19.4286695151638,28.0305572195834,-0.1326433628255426,0
7237,54.371863397803295,6.51046048023148,779.133612814573,176.3317533164294,1.5564541248278976,29.915380829167525,34.4406400916627,0.5390310839788577,0
7238,116.02343875716741,7.470298504743248,1436.4836862874604,93.06048626694181,0.5002782947790165,47.10187804517437,72.55114435789775,1.171034584037972,1
7239,39.513600284222804,5.267805150031571,458.842585530863,70.42297460970528,1.7628180066433208,22.377848459887836,25.784235133747483,-0.2505849739488853,0
7240,99.80912473093518,8.329410839787588,1326.8602111456253,166.35923140098595,2.393308008683187,48.75418878813655,62.39549937095709,1.7227649990066949,1
7241,34.11915152130204,5.959032677138838,1320.1243358451468,95.55219145609108,2.480643660944267,16.359316709790505,27.319301695314604,-0.255929317055803,1
7242,100.75291008131835,8.502310163249488,762.0493796277706,127.61183785729699,2.838208682139066,53.36206573780416,81.07875793772784,2.1841180654254497,1
7243,42.1311139823135,5.751846515242819,237.18239899137046,180.47134096835913,2.4101062707861574,22.439935185363844,27.59661267687366,-0.06349374581273645,0
7244,80.5329971079444,8.942392953649254,246.76058132223096,92.21953269313754,2.7572701262838395,32.545891274371535,69.94811953740968,2.1578374916217884,1
7245,118.84365169929855,7.045395660395069,330.6009982897065,99.92411748620995,1.017883381712772,62.68425278161554,77.83410145276198,0.8483702150588464,1
7246,35.668264988501306,9.424970350125397,368.2177343280644,139.44550723861562,1.522346044386284,18.717558231767793,26.291883798144614,1.1635729218031752,0
7247,79.39435444791579,9.175314242591464,906.736724671021,91.51395691965949,2.022996630158168,36.74225295021736,66.58598301089145,0.9834373340366306,1
7248,53.274331735186365,10.28471395540885,1286.21355158656,43.31667979055356,1.1799424477248142,26.908286792971815,35.362732882099884,2.0669936800235527,0
7249,37.27971697590099,8.88565786644621,1334.1174922245928,144.67923569384237,2.628017636107401,20.353648610663306,26.86788348186955,-0.5470289686163393,0
7250,56.051265931035466,8.277396339953341,615.7168941975334,106.79087808047507,2.59480388479776,30.691515177212853,35.36104310011976,0.08527959204870789,0
7251,107.08748154543471,5.877204689304972,1101.9905313056295,115.61369527458321,0.9487266129345031,55.072614612960635,93.24295849911621,0.14075542280918127,1
7252,69.37884542577811,8.080648849369574,1061.7372080562993,91.62015352569452,2.2764604350186124,28.89655259329301,45.402017788094525,1.9456551802723963,1
7253,42.156668632489925,6.499529844848823,221.75426436457929,172.0350053427315,1.847901417742337,19.171164516551507,28.836864255940274,1.3373126985685966,1
7254,56.2068459575707,8.068360857170589,496.67008728899185,161.0130580835371,0.7890516000162557,28.409252584289625,35.53681959434989,0.3993342994867772,0
7255,53.215742472793224,3.1115266322143937,1027.7137705815974,123.64636372739172,2.2555495574927575,30.711406936070915,34.22656246725001,-0.3493984552321761,0
7256,62.163891889868545,8.874630790954422,796.1908357018128,156.45752627071104,2.7135699018546835,32.957227066208034,40.26907320623966,0.9727949444050369,0
7257,62.05718630979377,7.565277308237824,839.9624386719689,57.79748182229611,1.8304043807765682,28.918922964466002,39.18168379012658,1.9641517780229467,1
7258,52.2718211131924,3.4482949622628345,803.4403666890875,62.02306576159161,1.8958818222672356,26.93556079513822,43.58812915500432,1.3634743008700116,1
7259,45.458820482046725,9.362549157511584,1374.5077742364804,118.79218961180743,1.0431726908197008,21.455379688989275,28.473267769701838,1.370896084106199,0
7260,39.67591117054299,6.440471785377527,405.3273714393398,56.24722460912453,2.4730501901600492,22.74144016933138,25.479560667246833,1.0816631889030643,0
7261,39.976613825299005,6.777782702714091,1116.2264377887125,60.647192775072135,2.4310554962028093,23.74151459239449,34.99045875031394,-0.26064520040721384,1
7262,80.46598508110159,6.05987066572045,1407.1505839873655,57.61774301216785,2.3146797042541234,45.62120762568637,49.697109536931755,-0.642229203601035,0
7263,81.00905297579281,5.753043127726294,1054.5812147260049,183.9443454212559,2.4127518984205096,42.31978209505051,55.61326697915511,1.0589046574873384,1
7264,78.23840100729464,8.26516017016276,1288.4571807037485,103.35436771132782,1.5242990041349078,43.34568519414998,49.72113247161176,1.078269763708917,0
7265,35.816980752990844,4.731096803081646,839.1945952898751,145.56066682568357,1.450040313520593,21.6630843188239,22.5795923377288,1.3032841086551612,0
7266,75.88060628149378,8.53856376612325,1467.243270173285,91.61318030779876,1.0735308252678235,38.92099327225414,46.62296977785191,0.2281035922041534,0
7267,54.92419392792314,5.443244796620286,270.41004167494174,122.53180396692517,2.064287693794595,25.71080594007801,42.558853317089465,1.6753365984873734,1
7268,38.632785886736116,5.752405777652547,325.88614196783124,34.73153090213589,2.7913567255610268,16.341136268969738,24.844604237489197,1.033339654083137,1
7269,48.154394721719974,9.454425435374711,333.80763078531635,139.67830647431717,1.6663982387410128,22.807447050758295,29.414217808382944,1.2505713904024183,0
7270,109.23132816415404,5.315030043751093,679.6873410552583,49.52128957637626,2.3408683192812814,58.14656315589092,94.10993865506536,0.6030698778635268,1
7271,113.60101371796931,9.335283173905609,782.4672316950489,195.86171340523381,-0.07613617869146672,65.5692422822231,97.14523203326071,0.9860835896680004,1
7272,99.68370846116315,6.280741622616464,385.55142779696797,78.52559663103115,1.0045432372293683,51.9591255132466,80.4504361656882,1.7774467685353508,1
7273,30.996509334583546,6.541504708547264,496.22605970970113,23.501861110228415,3.397334591311871,16.562345915621485,24.268709373734232,1.17727614719558,1
7274,34.77363936892776,8.537398023495562,436.1373983024545,192.6040987919872,0.8558304602393072,18.881764769938574,25.984358893312844,1.2015861001852757,0
7275,63.44103710760607,9.587850043034354,275.0025877189805,127.02166640891645,1.5171352821784199,32.10613334905546,39.810431445499084,0.21080452081045614,0
7276,82.31518190895834,3.6712548102920666,605.6185565723989,140.3045567672892,1.5430634876120413,39.971604131851116,57.88498802486963,-0.2205951088118202,1
7277,67.03038725172154,6.219543906590571,683.3407193252592,132.11165780449636,2.772650751630966,39.494987594218095,57.566967838165,0.3758127013168681,1
7278,31.130748953531377,7.461366307167014,777.1326233487007,109.97444750231774,1.6512557186020362,14.945304156432407,24.508959244558387,2.01888410568043,1
7279,31.4162264306385,5.177152545138496,1214.86768830392,94.59334982398451,3.1514491622949143,16.8157324875535,21.784953483038542,-0.0784746654952072,1
7280,33.55388470166969,9.760981468197812,290.9493829714408,64.87543798783017,2.146836362694005,18.013020857778255,25.99439336085115,0.6168005422989101,0
7281,39.42776977641304,8.031218148184287,292.4069317151738,59.390674553287,0.6615290038777135,23.378718392022805,29.19589924171167,-0.20254335884176436,0
7282,92.83416624677353,3.0578581841526975,706.5988554616514,90.50103797757288,1.3127956833195693,50.697840306061764,71.45452236277944,-0.3563631546160426,1
7283,93.58440354565745,3.6585448147784736,1024.6490442163158,80.44477826890883,1.469755696813671,54.66911602639213,79.36381707809744,1.7931499209330173,1
7284,108.88144470515574,9.321346906414918,1220.3782228744396,104.87472558967652,0.604991532879253,58.445829631660565,83.6632141137807,2.4648071111802654,1
7285,80.40503886970153,6.4990252017327474,880.4621026014804,171.47885562404628,3.0606983215375796,34.09523999104244,61.59349785543978,1.6400857372064308,1
7286,31.894052975020234,5.597044974466896,710.0794686441959,115.64781694284228,2.955719377680532,14.923117159287028,27.27995008441184,1.8115659257627592,1
7287,61.64277481265436,9.066379340041399,273.2487122578367,129.26328860918997,1.1519436330874708,31.159898479784843,37.85725094140853,0.09283943876548763,0
7288,83.34801298857107,5.133450900030046,533.170689720006,141.08062233061636,2.819279909983477,45.42326357416638,67.61024649429697,-0.43345478651381536,1
7289,110.09101377644052,6.855527995477502,530.7968230492883,101.40822964779846,0.8443617162967573,65.95404975111407,92.84211007182451,1.7564549071895934,1
7290,39.510593740195546,6.235305542635242,1105.890023082955,153.89496920401376,1.0302053062235152,20.322517504697746,25.502454252861263,0.9667990550349046,0
7291,46.48627383654036,6.293170411331157,282.2067750008018,129.42697489915264,1.3489383701450375,23.657011238433995,28.549380242285597,0.567780454712677,0
7292,52.37624073648042,6.242873050528527,778.7534629950783,176.75965098444092,2.2782766509110246,28.413170650158275,33.767470843746516,1.4462199897123198,0
7293,48.8658025183106,3.586095956813215,1359.235276024472,59.73299049972151,2.2667079653446613,28.258502536219524,35.4200094492122,2.1722684423001994,1
7294,35.77929526404929,9.38935833545635,1382.3629084139995,125.95522090391054,1.9535845773942697,15.82503298269792,24.483492951527655,0.4459701915077914,0
7295,46.83555845197416,8.822922701544822,231.04518326848205,162.99113487380353,3.356213254461852,25.89007450148226,32.00196054360176,0.007771819122415187,0
